time_ms,packet_counter,timestamp_ms,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,baro1_pressure,baro1_height,baro2_pressure,baro2_height,tank_pressure,tank_temp_top,tank_temp_bottom,tank_temp_feeding,injector_pressure,injector_temp,chamber_pressure,battery_soc,battery_current,battery_voltage,state,gnss_north,gnss_east,gnss_speed,gnss_altitude
82699,827,82699,-12,0,0,0,0,0,-12,0,0,0,0,0,77,20607,88,20618,303,303,298,288,4457,308,1930,72,65,1136,3,37621,20999,7955,20607
82799,828,82799,-12,0,0,0,0,0,-12,0,0,0,0,0,77,20599,89,20611,303,303,298,288,4455,307,1930,72,65,1136,3,37621,20998,8092,20599
82899,829,82899,-12,0,0,0,0,0,-12,0,0,0,0,0,77,20591,90,20604,303,303,298,288,4453,307,1931,72,65,1136,3,37620,20997,8231,20591
82999,830,82999,-12,0,0,0,0,0,-12,0,0,0,0,0,77,20583,91,20597,303,303,298,288,4451,307,1931,72,65,1136,3,37620,20996,8370,20583
83099,831,83099,-12,0,0,0,0,0,-12,0,0,0,0,0,77,20574,82,20579,303,303,298,288,4448,307,1932,72,65,1136,3,37619,20995,8511,20574
83199,832,83199,-12,0,0,0,0,0,-13,0,0,0,0,0,77,20565,83,20571,303,303,298,288,4446,307,1932,72,65,1136,3,37619,20995,8654,20565
83299,833,83299,-12,0,0,0,0,0,-13,0,0,0,0,0,77,20557,84,20564,303,303,298,288,4444,307,1933,72,65,1136,3,37618,20994,8798,20557
83399,834,83399,-13,0,0,0,0,0,-13,0,0,0,0,0,77,20548,85,20556,303,303,298,288,4442,307,1933,72,65,1136,3,37618,20993,8943,20548
83499,835,83499,-13,0,0,0,0,0,-13,0,0,0,0,0,77,20539,86,20548,303,303,298,288,4439,307,1934,72,65,1136,3,37617,20992,9090,20539
83599,836,83599,-13,0,0,0,0,0,-13,0,0,0,0,0,77,20529,87,20539,303,303,298,288,4437,306,1934,72,65,1136,3,37617,20991,9239,20529
83699,837,83699,-13,0,0,0,0,0,-13,0,0,0,0,0,77,20520,88,20531,303,303,298,288,4434,306,1935,72,65,1136,3,37616,20990,9389,20520
83799,838,83799,-13,0,0,0,0,0,-13,0,0,0,0,0,78,20510,90,20522,303,303,298,288,4432,306,1935,72,65,1136,3,37616,20989,9541,20510
83899,839,83899,-13,0,0,0,0,0,-13,0,0,0,0,0,78,20501,91,20514,303,303,298,288,4429,306,1936,72,65,1136,3,37615,20988,9695,20501
83999,840,83999,-13,0,0,0,0,0,-14,0,0,0,0,0,78,20491,92,20505,303,303,298,288,4427,306,1936,72,65,1136,3,37615,20988,9851,20491
84099,841,84099,-14,0,0,0,0,0,-14,0,0,0,0,0,78,20481,83,20486,303,303,298,288,4424,306,1937,71,65,1136,3,37614,20987,10009,20481
84199,842,84199,-14,0,0,0,0,0,-14,0,0,0,0,0,78,20471,84,20477,303,303,298,288,4422,306,1937,71,65,1136,3,37614,20986,10168,20471
84299,843,84299,-14,0,0,0,0,0,-14,0,0,0,0,0,78,20460,85,20467,303,303,298,288,4419,306,1938,71,65,1136,3,37613,20985,10329,20460
84399,844,84399,-14,0,0,0,0,0,-14,0,0,0,0,0,78,20450,86,20458,303,303,298,288,4416,305,1938,71,65,1136,3,37613,20984,10493,20450
84499,845,84499,-14,0,0,0,0,0,-15,0,0,0,0,0,78,20439,87,20448,303,303,298,288,4413,305,1939,71,65,1136,3,37612,20983,10658,20439
84599,846,84599,-15,0,0,0,0,0,-15,0,0,0,0,0,78,20428,88,20438,303,303,298,288,4410,305,1940,71,65,1136,3,37612,20983,10826,20428
84699,847,84699,-15,0,0,0,0,0,-15,0,0,0,0,0,78,20417,89,20428,303,303,298,288,4408,305,1940,71,65,1136,3,37611,20982,10996,20417
84799,848,84799,-15,0,0,0,0,0,-15,0,0,0,0,0,79,20406,91,20418,303,303,298,288,4405,305,1941,71,65,1136,3,37611,20981,11168,20406
84899,849,84899,-15,0,0,0,0,0,-15,0,0,0,0,0,79,20395,92,20408,303,303,298,288,4402,305,1941,71,65,1136,3,37610,20980,11343,20395
84999,850,84999,-15,0,0,0,0,0,-15,0,0,0,0,0,79,20383,93,20397,303,303,298,288,4399,305,1942,71,65,1136,3,37609,20979,11520,20383
85099,851,85099,-16,0,0,0,0,0,-16,0,0,0,0,0,79,20372,84,20377,303,303,298,288,4396,305,1942,71,65,1136,3,37609,20979,11699,20372
85199,852,85199,-16,0,0,0,0,0,-16,0,0,0,0,0,79,20360,85,20366,302,302,297,287,4393,305,1943,71,65,1136,3,37608,20978,11881,20360
85299,853,85299,-16,0,0,0,0,0,-16,0,0,0,0,0,79,20348,86,20355,302,302,297,287,4390,304,1943,71,65,1136,3,37608,20977,12065,20348
85399,854,85399,-16,0,0,0,0,0,-17,0,0,0,0,0,79,20335,87,20343,302,302,297,287,4386,304,1944,71,65,1136,3,37607,20976,12253,20335
85499,855,85499,-17,0,0,0,0,0,-17,0,0,0,0,0,79,20323,88,20332,302,302,297,287,4383,304,1944,71,65,1136,3,37606,20975,12443,20323
85599,856,85599,-17,0,0,0,0,0,-17,0,0,0,0,0,80,20310,90,20320,302,302,297,287,4380,304,1945,71,65,1136,3,37606,20975,12636,20310
85699,857,85699,-17,0,0,0,0,0,-17,0,0,0,0,0,80,20297,91,20308,302,302,297,287,4377,304,1946,71,65,1136,3,37605,20974,12832,20297
85799,858,85799,-17,0,0,0,0,0,-18,0,0,0,0,0,80,20284,92,20296,302,302,297,287,4373,304,1946,71,65,1136,3,37604,20973,13031,20284
85899,859,85899,-18,0,0,0,0,0,-18,0,0,0,0,0,80,20271,93,20284,302,302,297,287,4370,304,1947,71,65,1136,3,37604,20972,13233,20271
85999,860,85999,-18,0,0,0,0,0,-18,0,0,0,0,0,80,20258,94,20272,302,302,297,287,4367,304,1947,71,65,1136,3,37603,20972,13438,20258
86099,861,86099,-18,0,0,0,0,0,-19,0,0,0,0,0,80,20244,85,20249,302,302,297,287,4363,304,1948,71,65,1136,3,37602,20971,13647,20244
86199,862,86199,-19,0,0,0,0,0,-19,0,0,0,0,0,80,20230,86,20236,302,302,297,287,4360,303,1948,71,65,1136,3,37602,20970,13859,20230
86299,863,86299,-19,0,0,0,0,0,-19,0,0,0,0,0,80,20216,87,20223,302,302,297,287,4356,303,1949,71,65,1136,3,37601,20969,14075,20216
86399,864,86399,-19,0,0,0,0,0,-19,0,0,0,0,0,81,20202,89,20210,302,302,297,287,4353,303,1950,71,65,1136,3,37600,20969,14294,20202
86499,865,86499,-20,0,0,0,0,0,-20,0,0,0,0,0,81,20187,90,20196,302,302,297,287,4349,303,1950,71,65,1136,3,37599,20968,14517,20187
86599,866,86599,-20,0,0,0,0,0,-20,0,0,0,0,0,81,20173,91,20183,302,302,297,287,4346,303,1951,71,65,1136,3,37599,20967,14745,20173
86699,867,86699,-20,0,0,0,0,0,-20,0,0,0,0,0,81,20158,92,20169,302,302,297,287,4342,303,1951,71,65,1136,3,37598,20967,14976,20158
86799,868,86799,-21,0,0,0,0,0,-21,0,0,0,0,0,81,20142,93,20154,302,302,297,287,4338,303,1952,71,65,1136,3,37597,20966,15211,20142
86899,869,86899,-21,0,0,0,0,0,-21,0,0,0,0,0,81,20127,94,20140,302,302,297,287,4335,303,1952,71,65,1136,3,37597,20965,15451,20127
86999,870,86999,-21,0,0,0,0,0,-22,0,0,0,0,0,82,20111,96,20125,302,302,297,287,4331,303,1953,71,65,1136,3,37596,20965,15696,20111
87099,871,87099,-22,0,0,0,0,0,-22,0,0,0,0,0,82,20095,87,20100,302,302,297,287,4327,303,1954,70,65,1136,3,37595,20964,15945,20095
87199,872,87199,-22,0,0,0,0,0,-23,0,0,0,0,0,82,20079,88,20085,302,302,297,287,4323,303,1954,70,65,1136,3,37594,20963,16198,20079
87299,873,87299,-23,0,0,0,0,0,-23,0,0,0,0,0,82,20063,89,20070,302,302,297,287,4320,302,1955,70,65,1136,3,37594,20963,16457,20063
87399,874,87399,-23,0,0,0,0,0,-24,0,0,0,0,0,82,20046,90,20054,302,302,297,287,4316,302,1955,70,65,1136,3,37593,20962,16721,20046
87499,875,87499,-24,0,0,0,0,0,-24,0,0,0,0,0,82,20029,91,20038,302,302,297,287,4312,302,1956,70,65,1136,3,37592,20961,16991,20029
87599,876,87599,-24,0,0,0,0,0,-24,0,0,0,0,0,83,20012,93,20022,302,302,297,287,4308,302,1957,70,65,1136,3,37591,20961,17265,20012
87699,877,87699,-25,0,0,0,0,0,-25,0,0,0,0,0,83,19994,94,20005,302,302,297,287,4304,302,1957,70,65,1136,3,37590,20960,17546,19994
87799,878,87799,-25,0,0,0,0,0,-25,0,0,0,0,0,83,19976,95,19988,302,302,297,287,4300,302,1958,70,65,1136,3,37590,20960,17833,19976
87899,879,87899,-26,0,0,0,0,0,-26,0,0,0,0,0,83,19958,96,19971,302,302,297,287,4296,302,1958,70,65,1136,3,37589,20959,18126,19958
87999,880,87999,-26,0,0,0,0,0,-27,0,0,0,0,0,83,19940,97,19954,302,302,297,287,4292,302,1959,70,65,1136,3,37588,20958,18425,19940
88099,881,88099,-27,0,0,0,0,0,-27,0,0,0,0,0,83,19921,88,19926,302,302,297,287,4288,302,1960,70,65,1136,3,37587,20958,18731,19921
88199,882,88199,-28,0,0,0,0,0,-28,0,0,0,0,0,84,19902,90,19908,302,302,297,287,4284,302,1960,70,65,1136,3,37586,20957,19044,19902
88299,883,88299,-28,0,0,0,0,0,-29,0,0,0,0,0,84,19883,91,19890,301,301,296,286,4280,302,1961,70,65,1136,3,37586,20957,19364,19883
88399,884,88399,-29,0,0,0,0,0,-29,0,0,0,0,0,84,19863,92,19871,301,301,296,286,4276,302,1961,70,65,1136,3,37585,20956,19692,19863
88499,885,88499,-30,0,0,0,0,0,-30,0,0,0,0,0,84,19843,93,19852,301,301,296,286,4271,302,1962,70,65,1136,3,37584,20956,20028,19843
88599,886,88599,-30,0,0,0,0,0,-31,0,0,0,0,0,85,19823,95,19833,301,301,296,286,4267,301,1963,70,65,1136,3,37583,20955,20372,19823
88699,887,88699,-31,0,0,0,0,0,-31,0,0,0,0,0,85,19802,96,19813,301,301,296,286,4263,301,1963,70,65,1136,3,37582,20954,20724,19802
88799,888,88799,-32,0,0,0,0,0,-32,0,0,0,0,0,85,19781,97,19793,301,301,296,286,4259,301,1964,70,65,1136,3,37581,20954,21085,19781
88899,889,88899,-33,0,0,0,0,0,-33,0,0,0,0,0,85,19759,98,19772,301,301,296,286,4254,301,1965,70,65,1136,3,37580,20953,21455,19759
88999,890,88999,-34,0,0,0,0,0,-34,0,0,0,0,0,85,19737,99,19751,301,301,296,286,4250,301,1965,70,65,1136,3,37580,20953,21836,19737
89099,891,89099,-35,0,0,0,0,0,-35,0,0,0,0,0,86,19715,91,19720,301,301,296,286,4246,301,1966,70,65,1136,3,37579,20952,22226,19715
89199,892,89199,-36,0,0,0,0,0,-36,0,0,0,0,0,86,19693,92,19699,301,301,296,286,4241,301,1966,70,65,1136,3,37578,20952,22626,19693
89299,893,89299,-37,0,0,0,0,0,-37,0,0,0,0,0,86,19670,93,19677,301,301,296,286,4237,301,1967,70,65,1136,3,37577,20951,23038,19670
89399,894,89399,-38,0,0,0,0,0,-38,0,0,0,0,0,86,19646,94,19654,301,301,296,286,4233,301,1968,70,65,1136,3,37576,20951,23461,19646
89499,895,89499,-39,0,0,0,0,0,-39,0,0,0,0,0,87,19622,96,19631,301,301,296,286,4228,301,1968,70,65,1136,3,37575,20951,23896,19622
89599,896,89599,-40,0,0,0,0,0,-40,0,0,0,0,0,87,19598,97,19608,301,301,296,286,4224,301,1969,70,65,1136,3,37574,20950,24344,19598
89699,897,89699,-41,0,0,0,0,0,-41,0,0,0,0,0,87,19573,98,19584,301,301,296,286,4219,301,1970,70,65,1136,3,37573,20950,24805,19573
89799,898,89799,-42,0,0,0,0,0,-43,0,0,0,0,0,88,19548,100,19560,301,301,296,286,4215,301,1970,70,65,1136,3,37573,20949,25280,19548
89899,899,89899,-43,0,0,0,0,0,-44,0,0,0,0,0,88,19522,101,19535,301,301,296,286,4210,301,1971,70,65,1136,3,37572,20949,25770,19522
89999,900,89999,-45,0,0,0,0,0,-45,0,0,0,0,0,88,19496,102,19510,301,301,296,286,4206,301,1972,70,65,1137,3,37571,20948,26275,19496
90099,901,90099,-46,0,0,0,0,0,-47,0,0,0,0,0,88,19469,93,19474,301,301,296,286,4201,301,1972,69,65,1137,3,37570,20948,26796,19469
90199,902,90199,-48,0,0,0,0,0,-48,0,0,0,0,0,89,19442,95,19448,301,301,296,286,4196,301,1973,69,65,1137,3,37569,20948,27334,19442
90299,903,90299,-50,0,0,0,0,0,-50,0,0,0,0,0,89,19414,96,19421,301,301,296,286,4192,300,1973,69,65,1137,3,37568,20947,27889,19414
90399,904,90399,-51,0,0,0,0,0,-52,0,0,0,0,0,89,19385,97,19393,301,301,296,286,4187,300,1974,69,65,1137,3,37567,20947,28464,19385
90499,905,90499,-53,0,0,0,0,0,-54,0,0,0,0,0,90,19356,99,19365,301,301,296,286,4183,300,1975,69,65,1137,3,37566,20946,29058,19356
90599,906,90599,-55,0,0,0,0,0,-55,0,0,0,0,0,90,19327,100,19337,301,301,296,286,4178,300,1975,69,65,1137,3,37565,20946,29674,19327
90699,907,90699,-57,0,0,0,0,0,-57,0,0,0,0,0,90,19296,101,19307,301,301,296,286,4173,300,1976,69,65,1137,3,37564,20946,30311,19296
90799,908,90799,-59,0,0,0,0,0,-60,0,0,0,0,0,91,19265,103,19277,301,301,296,286,4168,300,1977,69,65,1137,3,37563,20945,30972,19265
90899,909,90899,-61,0,0,0,0,0,-62,0,0,0,0,0,91,19234,104,19247,301,301,296,286,4164,300,1977,69,65,1137,3,37562,20945,31658,19234
90999,910,90999,-63,0,0,0,0,0,-64,0,0,0,0,0,91,19201,105,19215,301,301,296,286,4159,300,1978,69,65,1137,3,37561,20945,32370,19201
91099,911,91099,-66,0,0,0,0,0,-67,0,0,0,0,0,92,19168,97,19173,301,301,296,286,4154,300,1979,69,65,1137,3,37560,20944,33110,19168
91199,912,91199,-69,0,0,0,0,0,-70,0,0,0,0,0,92,19134,98,19140,301,301,296,286,4150,300,1979,69,65,1137,3,37560,20944,33879,19134
91299,913,91299,-72,0,0,0,0,0,-72,0,0,0,0,0,93,19100,100,19107,300,300,295,285,4145,300,1980,69,65,1137,3,37559,20944,34680,19100
91399,914,91399,-75,0,0,0,0,0,-75,0,0,0,0,0,93,19064,101,19072,300,300,295,285,4140,300,1981,69,65,1137,3,37558,20944,35515,19064
91499,915,91499,-78,0,0,0,0,0,-79,0,0,0,0,0,93,19028,102,19037,300,300,295,285,4135,300,1981,69,65,1137,3,37557,20943,36386,19028
91599,916,91599,-81,0,0,0,0,0,-82,0,0,0,0,0,94,18990,104,19000,300,300,295,285,4130,300,1982,69,65,1137,3,37556,20943,37295,18990
91699,917,91699,-85,0,0,0,0,0,-86,0,0,0,0,0,94,18952,105,18963,300,300,295,285,4126,300,1983,69,65,1137,3,37555,20943,38245,18952
91799,918,91799,-89,0,0,0,0,0,-90,0,0,0,0,0,95,18913,107,18925,300,300,295,285,4121,300,1983,69,65,1137,3,37554,20942,39239,18913
91899,919,91899,-93,0,0,0,0,0,-94,0,0,0,0,0,95,18873,108,18886,300,300,295,285,4116,300,1984,69,65,1137,3,37553,20942,40280,18873
91999,920,91999,-98,0,0,0,0,0,-99,0,0,0,0,0,96,18831,110,18845,300,300,295,285,4111,300,1985,69,65,1137,3,37552,20942,41372,18831
92099,921,92099,-103,0,0,0,0,0,-104,0,0,0,0,0,96,18789,101,18794,300,300,295,285,4106,300,1985,69,65,1137,3,37551,20942,42518,18789
92199,922,92199,-108,0,0,0,0,0,-109,0,0,0,0,0,97,18745,103,18751,300,300,295,285,4101,300,1986,69,65,1137,3,37550,20942,43724,18745
92299,923,92299,-114,0,0,0,0,0,-115,0,0,0,0,0,97,18700,104,18707,300,300,295,285,4096,300,1987,69,65,1137,3,37549,20941,44993,18700
92399,924,92399,-120,0,0,0,0,0,-121,0,0,0,0,0,98,18654,106,18662,300,300,295,285,4091,300,1987,69,65,1137,3,37548,20941,46331,18654
92499,925,92499,-127,0,0,0,0,0,-128,0,0,0,0,0,98,18606,107,18615,300,300,295,285,4086,300,1988,69,65,1137,3,37547,20941,47744,18606
92599,926,92599,-134,0,0,0,0,0,-135,0,0,0,0,0,99,18557,109,18567,300,300,295,285,4082,300,1989,69,65,1137,3,37546,20941,49238,18557
92699,927,92699,-142,0,0,0,0,0,-143,0,0,0,0,0,100,18506,111,18517,300,300,295,285,4077,300,1989,69,65,1137,3,37545,20941,50821,18506
92799,928,92799,-151,0,0,0,0,0,-152,0,0,0,0,0,100,18453,112,18465,300,300,295,285,4072,300,1990,69,65,1137,3,37544,20941,52501,18453
92899,929,92899,-160,0,0,0,0,0,-162,0,0,0,0,0,101,18399,114,18412,300,300,295,285,4067,300,1991,69,65,1137,3,37543,20940,54288,18399
92999,930,92999,-171,0,0,0,0,0,-172,0,0,0,0,0,102,18343,116,18357,300,300,295,285,4062,300,1991,69,65,1137,3,37542,20940,56191,18343
93099,931,93099,-182,0,0,0,0,0,-184,0,0,0,0,0,103,18285,108,18290,300,300,295,285,4057,300,1992,68,65,1137,3,37541,20940,58223,18285
93199,932,93199,-195,0,0,0,0,0,-197,0,0,0,0,0,103,18224,109,18230,300,300,295,285,4052,300,1993,68,65,1137,3,37540,20940,60397,18224
93299,933,93299,-209,0,0,0,0,0,-212,0,0,0,0,0,104,18162,111,18169,300,300,295,285,4047,300,1993,68,65,1137,3,37539,20940,62730,18162
93399,934,93399,-225,0,0,0,0,0,-228,0,0,0,0,0,105,18096,113,18104,300,300,295,285,4042,300,1994,68,65,1137,3,37538,20940,65238,18096
93499,935,93499,-243,0,0,0,0,0,-245,0,0,0,0,0,106,18028,115,18037,300,300,295,285,4037,300,1995,68,65,1137,3,37537,20940,67943,18028
93599,936,93599,-263,0,0,0,0,0,-265,0,0,0,0,0,107,17957,117,17967,300,300,295,285,4032,300,1995,68,65,1137,3,37536,20940,70869,17957
93699,937,93699,-285,0,0,0,0,0,-288,0,0,0,0,0,108,17883,119,17894,300,300,295,285,4027,300,1996,68,65,1137,3,37535,20940,74043,17883
93799,938,93799,-310,0,0,0,0,0,-314,0,0,0,0,0,109,17806,121,17818,300,300,295,285,4022,300,1997,68,65,1137,3,37534,20940,77499,17806
93899,939,93899,-339,0,0,0,0,0,-343,0,0,0,0,0,110,17725,123,17738,300,300,295,285,4017,300,1997,68,65,1137,3,37533,20940,81276,17725
93999,940,93999,-372,0,0,0,0,0,-376,0,0,0,0,0,111,17639,125,17653,300,300,295,285,4012,300,1998,68,65,1137,3,37532,20940,85420,17639
94099,941,94099,-411,0,0,0,0,0,-415,0,0,0,0,0,112,17549,117,17554,300,300,295,285,4007,300,1999,68,65,1137,3,37531,20940,89988,17549
94199,942,94199,-455,0,0,0,0,0,-459,0,0,0,0,0,114,17454,120,17460,300,300,295,285,4002,300,1999,68,65,1137,3,37530,20940,95046,17454
94299,943,94299,-506,0,0,0,0,0,-511,0,0,0,0,0,115,17353,122,17360,299,299,294,284,3997,300,2000,68,65,1137,3,37529,20940,100677,17353
94399,944,94399,-567,0,0,0,0,0,-573,0,0,0,0,0,117,17247,125,17255,299,299,294,284,3992,300,2001,68,65,1137,3,37528,20940,106983,17247
94499,945,94499,-639,0,0,0,0,0,-646,0,0,0,0,0,119,17132,128,17141,299,299,294,284,3987,300,2001,68,65,1137,3,37527,20940,114092,17132
94599,946,94599,-726,0,0,0,0,0,-733,0,0,0,0,0,120,17010,130,17020,299,299,294,284,3982,300,2002,68,65,1137,3,37526,20940,122163,17010
94699,947,94699,-831,0,0,0,0,0,-839,0,0,0,0,0,122,16879,133,16890,299,299,294,284,3977,300,2003,68,65,1137,3,37525,20940,131402,16879
94799,948,94799,-960,0,0,0,0,0,-970,0,0,0,0,0,125,16737,137,16749,299,299,294,284,3972,300,2003,68,65,1137,3,37524,20940,142076,16737
94899,949,94899,-1121,0,0,0,0,0,-1132,0,0,0,0,0,127,16582,140,16595,299,299,294,284,3967,300,2004,68,65,1137,3,37523,20940,154538,16582
94999,950,94999,-1325,0,0,0,0,0,-1338,0,0,0,0,0,130,16413,144,16427,299,299,294,284,3962,300,2005,68,65,1137,3,37522,20940,169264,16413
95099,951,95099,-1588,0,0,0,0,0,-1604,0,0,0,0,0,133,16226,138,16231,299,299,294,284,3957,300,2005,68,65,1137,3,37521,20940,186910,16226
95199,952,95199,-1934,0,0,0,0,0,-1954,0,0,0,0,0,136,16018,142,16024,299,299,294,284,3952,300,2006,68,65,1137,3,37520,20940,208406,16018
95299,953,95299,-2403,0,0,0,0,0,-2427,0,0,0,0,0,140,15783,147,15790,299,299,294,284,3947,300,2007,68,65,1137,3,37519,20940,235107,15783
95399,954,95399,-3055,0,0,0,0,0,-3086,0,0,0,0,0,145,15513,153,15521,299,299,294,284,3942,300,2007,68,65,1137,3,37518,20940,269061,15513
95499,955,95499,-3999,0,0,0,0,0,-4039,0,0,0,0,0,151,15200,160,15209,299,299,294,284,3937,300,2008,68,65,1137,3,37517,20940,313501,15200
95599,956,95599,-5426,0,0,0,0,0,-5480,0,0,0,0,0,158,14826,168,14836,299,299,294,284,3932,300,2009,68,65,1137,3,37516,20940,373798,14826
95699,957,95699,-7711,0,0,0,0,0,-7788,0,0,0,0,0,168,14367,179,14378,299,299,294,284,3927,300,2009,68,65,1137,3,37515,20941,459477,14367
95799,958,95799,-11646,0,0,0,0,0,-11763,0,0,0,0,0,181,13778,193,13790,299,299,294,284,3922,300,2010,68,65,1137,3,37514,20941,588886,13778
95899,959,95899,-19125,0,0,0,0,0,-19316,0,0,0,0,0,200,12976,213,12989,299,299,294,284,3917,300,2010,68,65,1137,3,37513,20941,801392,12976
95999,960,95999,-35411,0,0,0,0,0,-35765,0,0,0,0,0,232,11782,246,11796,299,299,294,284,3912,300,2011,68,65,1137,3,37512,20941,1194856,11782
96099,961,96099,-78709,0,0,0,0,0,-79497,0,0,0,0,0,300,9712,305,9717,299,299,294,284,3907,300,2012,67,65,1137,3,37511,20941,2069410,9712
96199,962,96199,-236079,0,0,0,0,0,-238440,0,0,0,0,0,540,5020,546,5026,299,299,294,284,3903,300,2012,67,65,1137,3,37510,20941,4692514,5020
96299,963,96299,-1213844,0,0,0,0,0,-1225983,0,0,0,0,0,1013,0,1020,7,299,299,294,284,3898,300,2013,67,65,1137,3,37509,20942,0,0
96399,964,96399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,299,299,294,284,3893,300,2014,67,65,1137,3,37508,20942,0,0
96499,965,96499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,299,299,294,284,3888,300,2014,67,65,1137,3,37507,20942,0,0
96599,966,96599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,299,299,294,284,3883,300,2015,67,65,1137,3,37506,20942,0,0
96699,967,96699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,299,299,294,284,3878,300,2016,67,65,1137,3,37505,20942,0,0
96799,968,96799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,299,299,294,284,3873,300,2016,67,65,1137,3,37504,20943,0,0
96899,969,96899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,299,299,294,284,3868,300,2017,67,65,1137,3,37503,20943,0,0
96999,970,96999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,299,299,294,284,3864,300,2018,67,65,1137,3,37502,20943,0,0
97099,971,97099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,299,299,294,284,3859,300,2018,67,65,1137,3,37501,20944,0,0
97199,972,97199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,299,299,294,284,3854,300,2019,67,65,1137,3,37500,20944,0,0
97299,973,97299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,298,298,293,283,3849,300,2020,67,65,1137,3,37499,20944,0,0
97399,974,97399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,298,298,293,283,3844,300,2020,67,65,1137,3,37498,20944,0,0
97499,975,97499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,298,298,293,283,3840,300,2021,67,65,1137,3,37498,20945,0,0
97599,976,97599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,298,298,293,283,3835,300,2022,67,65,1137,3,37497,20945,0,0
97699,977,97699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,298,298,293,283,3830,300,2022,67,65,1137,3,37496,20945,0,0
97799,978,97799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,298,298,293,283,3826,300,2023,67,65,1137,3,37495,20946,0,0
97899,979,97899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,298,298,293,283,3821,300,2024,67,65,1137,3,37494,20946,0,0
97999,980,97999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,298,298,293,283,3816,300,2024,67,65,1137,3,37493,20946,0,0
98099,981,98099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,298,298,293,283,3812,300,2025,67,65,1137,3,37492,20947,0,0
98199,982,98199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,298,298,293,283,3807,300,2026,67,65,1137,3,37491,20947,0,0
98299,983,98299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,298,298,293,283,3802,301,2026,67,65,1137,3,37490,20948,0,0
98399,984,98399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,298,298,293,283,3798,301,2027,67,65,1137,3,37489,20948,0,0
98499,985,98499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,298,298,293,283,3793,301,2027,67,65,1137,3,37488,20948,0,0
98599,986,98599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,298,298,293,283,3789,301,2028,67,65,1137,3,37487,20949,0,0
98699,987,98699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,298,298,293,283,3784,301,2029,67,65,1137,3,37486,20949,0,0
98799,988,98799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,298,298,293,283,3780,301,2029,67,65,1137,3,37486,20950,0,0
98899,989,98899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,298,298,293,283,3775,301,2030,67,65,1137,3,37485,20950,0,0
98999,990,98999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,298,298,293,283,3771,301,2031,67,65,1137,3,37484,20951,0,0
99099,991,99099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,298,298,293,283,3766,301,2031,66,65,1137,3,37483,20951,0,0
99199,992,99199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,298,298,293,283,3762,301,2032,66,65,1137,3,37482,20952,0,0
99299,993,99299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,298,298,293,283,3757,301,2033,66,65,1137,3,37481,20952,0,0
99399,994,99399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,298,298,293,283,3753,301,2033,66,65,1137,3,37480,20952,0,0
99499,995,99499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,298,298,293,283,3749,301,2034,66,65,1137,3,37479,20953,0,0
